826 qid:3 1:49 2:0 3:0 4:0 5:0 6:0.0 7:0.21 8:0.321650529 9:1 10:1 11:1 12:1 13:12 14:0 15:9 16:2 17:2 18:0 19:0 20:56 21:56 22:55 23:1 24:55 25:0 26:3 27:1 28:51 29:829 30:96 31:574 32:188 33:376 34:163 35:339 36:410 37:133 38:277 39:9 40:9 41:9 42:1 43:1 44:0.28 45:71 46:71 47:71 48:56
947 qid:4 1:2 2:0 3:0 4:0 5:0 6:0.0 7:0.048 8:0.359350864 9:1 10:1 11:1 12:1 13:9 14:0 15:9 16:0 17:1 18:2 19:3 20:5 21:5 22:3 23:0 24:5 25:0 26:1 27:0 28:4 29:95 30:11 31:68 32:33 33:40 34:16 35:52 36:58 37:29 38:29 39:1 40:1 41:1 42:1 43:0 44:0.24 45:5 46:5 47:5 48:5
987 qid:4 1:7 2:0 3:0 4:0 5:0 6:0.0 7:0.001 8:0.358841852 9:1 10:1 11:1 12:1 13:6 14:0 15:6 16:0 17:1 18:0 19:0 20:8 21:8 22:8 23:0 24:8 25:0 26:1 27:0 28:7 29:101 30:12 31:73 32:48 33:38 34:16 35:39 36:49 37:35 38:14 39:2 40:2 41:2 42:1 43:1 44:0.22 45:9 46:9 47:9 48:8
970 qid:4 1:39 2:0 3:0 4:0 5:0 6:0.0 7:0.034 8:0.359631391 9:1 10:1 11:1 12:1 13:10 14:0 15:7 16:2 17:2 18:0 19:0 20:46 21:46 22:45 23:1 24:45 25:0 26:3 27:1 28:41 29:608 30:72 31:409 32:151 33:247 34:131 35:238 36:293 37:107 38:186 39:9 40:9 41:9 42:1 43:1 44:0.32 45:55 46:55 47:55 48:46
995 qid:4 1:8 2:0 3:0 4:0 5:0 6:0.0 7:0.009 8:0.358924305 9:1 10:1 11:1 12:1 13:10 14:0 15:8 16:1 17:1 18:0 19:0 20:8 21:8 22:8 23:0 24:8 25:0 26:0 27:0 28:8 29:139 30:16 31:91 32:40 33:52 34:32 35:55 36:67 37:31 38:36 39:2 40:2 41:2 42:1 43:1 44:0.35 45:9 46:9 47:9 48:8
787 qid:4 1:49 2:0 3:0 4:0 5:0 6:0.0 7:0.191 8:0.358907938 9:1 10:1 11:1 12:1 13:12 14:0 15:9 16:2 17:2 18:0 19:0 20:56 21:56 22:55 23:1 24:55 25:0 26:3 27:1 28:51 29:829 30:96 31:574 32:188 33:376 34:163 35:339 36:410 37:133 38:277 39:9 40:9 41:9 42:1 43:1 44:0.28 45:71 46:71 47:71 48:56
1000 qid:4 1:3 2:0 3:0 4:0 5:0 6:0.0 7:0.001 8:0.360051914 9:2 10:2 11:2 12:1 13:26 14:2 15:20 16:4 17:1 18:0 19:0 20:3 21:3 22:3 23:0 24:3 25:0 26:0 27:0 28:3 29:119 30:14 31:73 32:20 33:51 34:32 35:50 36:58 37:17 38:41 39:3 40:3 41:3 42:1 43:1 44:0.44 45:7 46:7 47:7 48:3
947 qid:5 1:2 2:0 3:0 4:0 5:0 6:0.0 7:0.037 8:0.330952505 9:1 10:1 11:1 12:1 13:9 14:0 15:9 16:0 17:1 18:2 19:3 20:5 21:5 22:3 23:0 24:5 25:0 26:1 27:0 28:4 29:95 30:11 31:68 32:33 33:40 34:16 35:52 36:58 37:29 38:29 39:1 40:1 41:1 42:1 43:0 44:0.24 45:5 46:5 47:5 48:5
965 qid:5 1:39 2:0 3:0 4:0 5:0 6:0.0 7:0.151 8:0.332093112 9:1 10:1 11:1 12:1 13:10 14:0 15:7 16:2 17:2 18:0 19:0 20:46 21:46 22:45 23:1 24:45 25:0 26:3 27:1 28:41 29:608 30:72 31:409 32:151 33:247 34:131 35:238 36:293 37:107 38:186 39:9 40:9 41:9 42:1 43:1 44:0.32 45:55 46:55 47:55 48:46
999 qid:5 1:7 2:0 3:0 4:0 5:0 6:0.0 7:0.053 8:0.33210446 9:1 10:1 11:1 12:1 13:6 14:0 15:6 16:0 17:1 18:0 19:0 20:8 21:8 22:8 23:0 24:8 25:0 26:1 27:0 28:7 29:101 30:12 31:73 32:48 33:38 34:16 35:39 36:49 37:35 38:14 39:2 40:2 41:2 42:1 43:1 44:0.22 45:9 46:9 47:9 48:8
999 qid:5 1:8 2:0 3:0 4:0 5:0 6:0.0 7:0.005 8:0.591967519 9:1 10:1 11:1 12:1 13:10 14:0 15:8 16:1 17:1 18:0 19:0 20:8 21:8 22:8 23:0 24:8 25:0 26:0 27:0 28:8 29:139 30:16 31:91 32:40 33:52 34:32 35:55 36:67 37:31 38:36 39:2 40:2 41:2 42:1 43:1 44:0.35 45:9 46:9 47:9 48:8
819 qid:5 1:49 2:0 3:0 4:0 5:0 6:0.0 7:0.239 8:0.591966009 9:1 10:1 11:1 12:1 13:12 14:0 15:9 16:2 17:2 18:0 19:0 20:56 21:56 22:55 23:1 24:55 25:0 26:3 27:1 28:51 29:829 30:96 31:574 32:188 33:376 34:163 35:339 36:410 37:133 38:277 39:9 40:9 41:9 42:1 43:1 44:0.28 45:71 46:71 47:71 48:56
999 qid:5 1:3 2:0 3:0 4:0 5:0 6:0.0 7:0.0 8:0.591988782 9:2 10:2 11:2 12:1 13:26 14:2 15:20 16:4 17:1 18:0 19:0 20:3 21:3 22:3 23:0 24:3 25:0 26:0 27:0 28:3 29:119 30:14 31:73 32:20 33:51 34:32 35:50 36:58 37:17 38:41 39:3 40:3 41:3 42:1 43:1 44:0.44 45:7 46:7 47:7 48:3
999 qid:6 1:2 2:0 3:0 4:0 5:0 6:0.0 7:0.001 8:0.279455773 9:1 10:1 11:1 12:1 13:6 14:0 15:6 16:0 17:1 18:0 19:0 20:2 21:2 22:2 23:0 24:2 25:0 26:0 27:0 28:2 29:45 30:7 31:22 32:15 33:8 34:17 35:12 36:15 37:13 38:2 39:1 40:1 41:1 42:1 43:0 44:0.77 45:2 46:2 47:2 48:2
883 qid:6 1:39 2:0 3:0 4:0 5:0 6:0.0 7:0.142 8:0.278861952 9:1 10:1 11:1 12:1 13:10 14:0 15:7 16:2 17:2 18:0 19:0 20:46 21:46 22:45 23:1 24:45 25:0 26:3 27:1 28:41 29:608 30:72 31:409 32:151 33:247 34:131 35:238 36:293 37:107 38:186 39:9 40:9 41:9 42:1 43:1 44:0.32 45:55 46:55 47:55 48:46
967 qid:6 1:7 2:0 3:0 4:0 5:0 6:0.0 7:0.043 8:0.279615573 9:1 10:1 11:1 12:1 13:6 14:0 15:6 16:0 17:1 18:0 19:0 20:8 21:8 22:8 23:0 24:8 25:0 26:1 27:0 28:7 29:101 30:12 31:73 32:48 33:38 34:16 35:39 36:49 37:35 38:14 39:2 40:2 41:2 42:1 43:1 44:0.22 45:9 46:9 47:9 48:8
955 qid:6 1:2 2:0 3:0 4:0 5:0 6:0.0 7:0.032 8:0.280247529 9:1 10:1 11:1 12:1 13:9 14:0 15:9 16:0 17:1 18:2 19:3 20:5 21:5 22:3 23:0 24:5 25:0 26:1 27:0 28:4 29:95 30:11 31:68 32:33 33:40 34:16 35:52 36:58 37:29 38:29 39:1 40:1 41:1 42:1 43:0 44:0.24 45:5 46:5 47:5 48:5
1000 qid:6 1:1 2:0 3:0 4:0 5:0 6:0.0 7:0.0 8:0.0 9:1 10:1 11:1 12:1 13:5 14:0 15:5 16:0 17:1 18:0 19:0 20:1 21:1 22:1 23:0 24:1 25:0 26:0 27:0 28:1 29:32 30:5 31:11 32:8 33:3 34:16 35:6 36:8 37:7 38:1 39:1 40:1 41:1 42:1 43:0 44:1.45 45:1 46:1 47:1 48:1
1000 qid:6 1:1 2:0 3:0 4:0 5:0 6:0.0 7:0.0 8:0.0 9:1 10:1 11:1 12:1 13:6 14:0 15:6 16:0 17:1 18:0 19:0 20:1 21:1 22:1 23:0 24:1 25:0 26:0 27:0 28:1 29:35 30:6 31:13 32:9 33:4 34:16 35:7 36:9 37:8 38:1 39:1 40:1 41:1 42:1 43:0 44:1.23 45:1 46:1 47:1 48:1
529 qid:6 1:1 2:0 3:0 4:0 5:0 6:0.0 7:0.0 8:0.0 9:1 10:1 11:1 12:1 13:3 14:0 15:3 16:0 17:1 18:0 19:0 20:1 21:1 22:1 23:0 24:1 25:0 26:0 27:0 28:1 29:30 30:5 31:9 32:6 33:1 34:16 35:4 36:6 37:5 38:1 39:1 40:1 41:1 42:1 43:0 44:1.78 45:1 46:1 47:1 48:1
965 qid:6 1:1 2:0 3:0 4:0 5:0 6:0.0 7:0.064 8:0.856782969 9:1 10:1 11:1 12:1 13:5 14:0 15:5 16:0 17:1 18:0 19:0 20:1 21:1 22:1 23:0 24:1 25:0 26:0 27:0 28:1 29:32 30:5 31:11 32:8 33:3 34:16 35:6 36:8 37:7 38:1 39:1 40:1 41:1 42:1 43:0 44:1.45 45:1 46:1 47:1 48:1
1000 qid:7 1:1 2:0 3:0 4:0 5:0 6:0.0 7:0.0 8:0.0 9:1 10:1 11:1 12:1 13:4 14:0 15:4 16:0 17:1 18:0 19:0 20:1 21:1 22:1 23:0 24:1 25:0 26:0 27:0 28:1 29:31 30:5 31:10 32:7 33:2 34:16 35:5 36:7 37:6 38:1 39:1 40:1 41:1 42:1 43:0 44:1.6 45:1 46:1 47:1 48:1
544 qid:7 1:1 2:0 3:0 4:0 5:0 6:0.0 7:0.635 8:0.712733253 9:1 10:1 11:1 12:1 13:3 14:0 15:3 16:0 17:1 18:0 19:0 20:1 21:1 22:1 23:0 24:1 25:0 26:0 27:0 28:1 29:30 30:5 31:9 32:6 33:1 34:16 35:4 36:6 37:5 38:1 39:1 40:1 41:1 42:1 43:0 44:1.78 45:1 46:1 47:1 48:1
994 qid:7 1:2 2:0 3:0 4:0 5:0 6:0.0 7:0.0 8:0.0 9:1 10:1 11:1 12:1 13:7 14:1 15:6 16:0 17:1 18:0 19:0 20:2 21:2 22:2 23:0 24:2 25:0 26:0 27:0 28:2 29:50 30:10 31:24 32:18 33:8 34:17 35:16 36:19 37:16 38:3 39:1 40:1 41:1 42:1 43:0 44:0.71 45:2 46:2 47:2 48:2
999 qid:7 1:1 2:0 3:0 4:0 5:0 6:0.0 7:0.0 8:0.0 9:1 10:1 11:1 12:1 13:4 14:0 15:4 16:0 17:1 18:0 19:0 20:1 21:1 22:1 23:0 24:1 25:0 26:0 27:0 28:1 29:32 30:6 31:10 32:7 33:2 34:16 35:5 36:7 37:6 38:1 39:1 40:1 41:1 42:1 43:0 44:1.6 45:1 46:1 47:1 48:1
999 qid:7 1:1 2:0 3:0 4:0 5:0 6:0.0 7:0.0 8:0.0 9:1 10:1 11:1 12:1 13:3 14:0 15:3 16:0 17:1 18:0 19:0 20:1 21:1 22:1 23:0 24:1 25:0 26:0 27:0 28:1 29:30 30:5 31:9 32:6 33:1 34:16 35:4 36:6 37:5 38:1 39:1 40:1 41:1 42:1 43:0 44:1.78 45:1 46:1 47:1 48:1
995 qid:7 1:1 2:0 3:0 4:0 5:0 6:0.0 7:0.0 8:0.0 9:3 10:3 11:3 12:1 13:9 14:0 15:9 16:0 17:1 18:0 19:0 20:1 21:1 22:1 23:0 24:1 25:0 26:0 27:0 28:1 29:37 30:5 31:16 32:9 33:6 34:16 35:8 36:12 37:8 38:4 39:3 40:3 41:3 42:1 43:1 44:1.0 45:3 46:3 47:3 48:1
999 qid:7 1:1 2:0 3:0 4:0 5:0 6:0.0 7:0.0 8:0.714864377 9:1 10:1 11:1 12:1 13:5 14:0 15:5 16:0 17:1 18:0 19:0 20:1 21:1 22:1 23:0 24:1 25:0 26:0 27:0 28:1 29:32 30:5 31:11 32:8 33:3 34:16 35:6 36:8 37:7 38:1 39:1 40:1 41:1 42:1 43:0 44:1.45 45:1 46:1 47:1 48:1
931 qid:7 1:2 2:0 3:0 4:0 5:0 6:0.0 7:0.035 8:0.23577133 9:1 10:1 11:1 12:1 13:9 14:0 15:9 16:0 17:1 18:2 19:3 20:5 21:5 22:3 23:0 24:5 25:0 26:1 27:0 28:4 29:95 30:11 31:68 32:33 33:40 34:16 35:52 36:58 37:29 38:29 39:1 40:1 41:1 42:1 43:0 44:0.24 45:5 46:5 47:5 48:5
999 qid:7 1:1 2:0 3:0 4:0 5:0 6:0.0 7:0.0 8:0.715175827 9:1 10:1 11:1 12:1 13:6 14:0 15:6 16:0 17:1 18:0 19:0 20:1 21:1 22:1 23:0 24:1 25:0 26:0 27:0 28:1 29:35 30:6 31:13 32:9 33:4 34:16 35:7 36:9 37:8 38:1 39:1 40:1 41:1 42:1 43:0 44:1.23 45:1 46:1 47:1 48:1
954 qid:7 1:1 2:0 3:0 4:0 5:0 6:0.0 7:0.035 8:0.714886272 9:1 10:1 11:1 12:1 13:5 14:0 15:5 16:0 17:1 18:0 19:0 20:1 21:1 22:1 23:0 24:1 25:0 26:0 27:0 28:1 29:32 30:5 31:11 32:8 33:3 34:16 35:6 36:8 37:7 38:1 39:1 40:1 41:1 42:1 43:0 44:1.45 45:1 46:1 47:1 48:1
988 qid:7 1:1 2:0 3:0 4:0 5:0 6:0.0 7:0.001 8:0.237978594 9:1 10:1 11:1 12:1 13:6 14:0 15:6 16:0 17:1 18:0 19:0 20:1 21:1 22:1 23:0 24:1 25:0 26:0 27:0 28:1 29:37 30:6 31:15 32:11 33:4 34:16 35:9 36:11 37:10 38:1 39:1 40:1 41:1 42:1 43:0 44:1.07 45:1 46:1 47:1 48:1
1000 qid:7 1:3 2:0 3:0 4:0 5:0 6:0.0 7:0.0 8:0.0 9:1 10:1 11:1 12:1 13:4 14:0 15:4 16:0 17:1 18:0 19:0 20:3 21:3 22:3 23:0 24:3 25:0 26:0 27:0 28:3 29:46 30:8 31:22 32:12 33:6 34:16 35:8 36:12 37:9 38:3 39:1 40:1 41:1 42:1 43:0 44:0.73 45:3 46:3 47:3 48:3
868 qid:7 1:39 2:0 3:0 4:0 5:0 6:0.0 7:0.145 8:0.238434033 9:1 10:1 11:1 12:1 13:10 14:0 15:7 16:2 17:2 18:0 19:0 20:46 21:46 22:45 23:1 24:45 25:0 26:3 27:1 28:41 29:608 30:72 31:409 32:151 33:247 34:131 35:238 36:293 37:107 38:186 39:9 40:9 41:9 42:1 43:1 44:0.32 45:55 46:55 47:55 48:46
944 qid:7 1:7 2:0 3:0 4:0 5:0 6:0.0 7:0.041 8:0.23943003 9:1 10:1 11:1 12:1 13:6 14:0 15:6 16:0 17:1 18:0 19:0 20:8 21:8 22:8 23:0 24:8 25:0 26:1 27:0 28:7 29:101 30:12 31:73 32:48 33:38 34:16 35:39 36:49 37:35 38:14 39:2 40:2 41:2 42:1 43:1 44:0.22 45:9 46:9 47:9 48:8
