test_class_name,cycle_id,tests,failures_0,failures_1,failures_2,failures_3,current_failures,time_0,failures_%,time,time_since,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,A_priority,A_priority_with_time,B_priority,B_priority_with_time,C_priority,C_priority_with_time,D_priority
org/jsoup/parser/XmlTreeBuilderTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,9,0,0,0,0,0,0.001,0.0,0.001,0.15040739377339682,1,1,1,1,8,0,7,1,1,0,0,9,9,9,0,9,0,0,0,9,119,16,95,59,49,19,60,70,51,19,1,1,1,1,0,0.2,9,9,9,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/NodeTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,21,0,0,0,0,0,0.006,0.0,0.005,0.14917989174524945,1,1,1,1,9,1,8,1,2,0,0,23,23,23,0,23,0,0,0,23,255,47,200,93,143,35,148,172,93,79,1,1,1,1,0,0.17,23,23,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/safety/CleanerTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,22,0,0,0,0,0,0.08900000000000001,0.0,0.075,0.15614721377690632,1,1,1,1,6,0,6,0,1,0,0,22,22,22,0,22,0,0,0,22,185,33,147,84,94,21,94,117,82,35,1,1,1,1,0,0.14,22,22,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/ElementTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,57,0,0,0,0,0,0.014,0.0,0.019,0.15494656960169476,1,1,1,1,10,1,9,0,1,0,0,57,57,57,1,57,0,0,0,57,680,121,545,224,407,28,410,476,224,252,4,4,4,1,1,0.05,65,65,65,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/select/ElementsTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,28,0,0,0,0,0,0.009000000000000001,0.0,0.009000000000000001,0.15360306104024252,1,1,1,1,7,0,7,0,2,0,0,30,30,30,0,30,0,0,0,30,272,48,221,99,152,9,157,188,101,87,1,1,1,1,0,0.04,30,30,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/parser/AttributeParseTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,6,0,0,0,0,0,0.0,0.0,0.001,0.15318703254063926,1,1,1,1,7,0,7,0,1,0,0,6,6,6,0,6,0,0,0,6,69,11,54,29,33,5,40,47,29,18,1,1,1,1,0,0.09,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/SelectorTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,48,0,0,0,0,0,0.029,0.0,0.037000000000000005,0.15725021759668986,1,1,1,1,11,1,9,0,1,0,0,48,48,48,0,48,0,0,0,48,610,115,484,209,380,28,386,435,209,226,1,1,1,1,0,0.06,48,48,48,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/DocumentTypeTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,4,0,0,0,0,0,0.0,0.0,0.0,0.30365800062815346,1,1,1,1,5,0,4,1,1,0,0,4,4,4,0,4,0,0,0,4,41,9,27,18,11,9,14,19,15,4,1,1,1,1,0,0.33,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/integration/ParseTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,10,0,0,0,0,0,0.104,0.0,0.14,0.15465091864267985,1,1,1,1,11,0,9,2,1,0,0,11,11,11,0,11,1,0,0,10,170,24,130,65,84,36,81,94,52,42,2,2,2,1,1,0.28,12,12,12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/parser/HtmlParserTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,90,0,0,0,0,0,0.017,0.0,0.02,0.15622066656748454,1,1,1,1,7,0,6,1,1,0,0,90,90,90,0,90,0,0,0,90,802,116,632,304,439,97,407,498,298,200,1,1,1,1,0,0.15,90,90,90,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/select/CssTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,16,0,0,0,0,0,0.043,0.0,0.043,0.15366419156392416,1,1,1,1,8,0,7,0,1,1,1,19,19,18,1,19,0,0,1,18,214,36,178,54,104,0,120,147,43,104,3,3,3,1,1,0.0,26,26,26,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/helper/DataUtilTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,3,0,0,0,0,0,0.0,0.0,0.002,0.3064140121142069,1,1,1,1,6,0,6,0,1,0,0,3,3,3,0,3,0,0,0,3,36,6,30,15,14,1,21,25,14,11,1,1,1,1,0,0.03,3,3,3,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/integration/UrlConnectTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,1,0,0,0,0,0,0.001,0.0,0.0,0.1579455852508545,1,1,1,1,9,0,8,1,1,1,1,20,20,19,0,20,0,1,0,19,249,32,210,109,131,42,125,150,86,64,3,3,3,1,1,0.2,27,27,27,20,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/DocumentTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,8,0,0,0,0,0,0.002,0.0,0.002,0.15434513489405313,1,1,1,1,9,1,8,0,1,0,0,8,8,8,0,8,0,0,0,8,98,19,74,29,48,5,54,64,29,35,2,2,2,1,1,0.07,9,9,9,8,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/FormElementTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,7,0,0,0,0,0,0.005,0.0,0.006,0.15533800919850668,1,1,1,1,12,1,10,0,1,0,0,7,7,7,0,7,0,0,0,7,111,22,83,47,58,11,61,70,45,25,2,2,2,1,1,0.13,8,8,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/EntitiesTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,8,0,0,0,0,0,0.0,0.0,0.002,0.15662163098653156,1,1,1,1,8,0,7,0,1,0,0,8,8,8,0,8,0,0,0,8,84,17,65,33,42,4,47,56,33,23,1,1,1,1,0,0.06,8,8,8,8,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/helper/StringUtilTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,8,0,0,0,0,0,0.0,0.0,0.0,0.16037133534749348,1,1,1,1,8,0,7,0,1,0,0,8,8,8,0,8,0,0,0,8,86,17,68,22,43,1,50,59,22,37,1,1,1,1,0,0.01,8,8,8,8,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/QueryParserTest.java,11185c4fc1a0bcfa15d59b23fe039bf5908a2a77,2,0,0,0,0,0,0.0,0.0,0.001,0.3064091285069784,1,1,1,1,14,1,12,1,1,0,0,2,2,2,0,2,0,0,0,2,42,5,30,13,20,7,22,27,14,13,2,2,2,1,1,0.23,3,3,3,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/helper/HttpConnectionTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,15,0,0,0,0,0,0.002,0.0,0.0,0.4656397660573324,1,1,1,1,7,0,6,1,1,0,0,15,15,15,0,15,0,0,0,15,140,23,114,47,74,19,82,98,47,51,1,1,1,1,0,0.17,15,15,15,15,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/FormElementTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,7,0,0,0,0,0,0.006,0.0,0.006,0.15959133704503378,1,1,1,1,12,1,10,0,1,0,0,7,7,7,0,7,0,0,0,7,111,22,83,47,58,11,61,70,45,25,2,2,2,1,1,0.13,8,8,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/integration/UrlConnectTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,1,0,0,0,0,0,0.0,0.0,0.0,0.1606000820795695,1,1,1,1,9,0,8,1,1,1,1,20,20,19,0,20,0,1,0,19,249,32,210,109,131,42,125,150,86,64,3,3,3,1,1,0.2,27,27,27,20,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/parser/XmlTreeBuilderTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,9,0,0,0,0,0,0.001,0.0,0.003,0.16580007870992025,1,1,1,1,8,0,7,1,1,0,0,9,9,9,0,9,0,0,0,9,119,16,95,59,49,19,60,70,51,19,1,1,1,1,0,0.2,9,9,9,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/integration/ParseTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,10,0,0,0,0,0,0.14,0.0,0.103,0.1628131826718648,1,1,1,1,11,0,9,2,1,0,0,11,11,11,0,11,1,0,0,10,170,24,130,65,84,36,81,94,52,42,2,2,2,1,1,0.28,12,12,12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/helper/StringUtilTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,8,0,0,0,0,0,0.0,0.0,0.0,0.16016305287679036,1,1,1,1,8,0,7,0,1,0,0,8,8,8,0,8,0,0,0,8,86,17,68,22,43,1,50,59,22,37,1,1,1,1,0,0.01,8,8,8,8,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/ElementsTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,28,0,0,0,0,0,0.009000000000000001,0.0,0.009000000000000001,0.1649107019106547,1,1,1,1,7,0,7,0,2,0,0,30,30,30,0,30,0,0,0,30,272,48,221,99,152,9,157,188,101,87,1,1,1,1,0,0.04,30,30,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/TextNodeTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,5,0,0,0,0,0,0.0,0.0,0.001,0.16747741301854452,1,1,1,1,11,1,10,0,1,0,0,5,5,5,0,5,0,0,0,5,75,14,58,31,41,4,46,52,31,21,1,1,1,1,0,0.07,5,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/parser/AttributeParseTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,6,0,0,0,0,0,0.001,0.0,0.0,0.1651286443074544,1,1,1,1,7,0,7,0,1,0,0,6,6,6,0,6,0,0,0,6,69,11,54,29,33,5,40,47,29,18,1,1,1,1,0,0.09,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/CssTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,16,0,0,0,0,0,0.043,0.0,0.041,0.16333237886428836,1,1,1,1,8,0,7,0,1,1,1,19,19,18,1,19,0,0,1,18,214,36,178,54,104,0,120,147,43,104,3,3,3,1,1,0.0,26,26,26,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/DocumentTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,8,0,0,0,0,0,0.002,0.0,0.003,0.16260730822881062,1,1,1,1,9,1,8,0,1,0,0,8,8,8,0,8,0,0,0,8,98,19,74,29,48,5,54,64,29,35,2,2,2,1,1,0.07,9,9,9,8,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/safety/CleanerTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,22,0,0,0,0,0,0.075,0.0,0.084,0.16729472478230795,1,1,1,1,6,0,6,0,1,0,0,22,22,22,0,22,0,0,0,22,185,33,147,84,94,21,94,117,82,35,1,1,1,1,0,0.14,22,22,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/EntitiesTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,8,0,0,0,0,0,0.002,0.0,0.001,0.16254093249638876,1,1,1,1,8,0,7,0,1,0,0,8,8,8,0,8,0,0,0,8,84,17,65,33,42,4,47,56,33,23,1,1,1,1,0,0.06,8,8,8,8,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/SelectorTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,48,0,0,0,0,0,0.037000000000000005,0.0,0.033,0.16625521183013914,1,1,1,1,11,1,9,0,1,0,0,48,48,48,0,48,0,0,0,48,610,115,484,209,380,28,386,435,209,226,1,1,1,1,0,0.06,48,48,48,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/NodeTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,21,0,0,0,0,0,0.005,0.0,0.006999999999999999,0.16877238353093466,1,1,1,1,9,1,8,1,2,0,0,23,23,23,0,23,0,0,0,23,255,47,200,93,143,35,148,172,93,79,1,1,1,1,0,0.17,23,23,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/ElementTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,57,0,0,0,0,0,0.019,0.0,0.017,0.16831103165944414,1,1,1,1,10,1,9,0,1,0,0,57,57,57,1,57,0,0,0,57,680,121,545,224,407,28,410,476,224,252,4,4,4,1,1,0.05,65,65,65,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/parser/HtmlParserTest.java,fc7c7f18cdbb55ca1c1fb708ae573c64e5e3ead5,90,0,0,0,0,0,0.02,0.0,0.019,0.1663730502128601,1,1,1,1,7,0,6,1,1,0,0,90,90,90,0,90,0,0,0,90,802,116,632,304,439,97,407,498,298,200,1,1,1,1,0,0.15,90,90,90,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/select/ElementsTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,28,0,0,0,0,0,0.009000000000000001,0.0,0.011,0.43849817117055256,1,1,1,1,7,0,7,0,2,0,0,30,30,30,0,30,0,0,0,30,272,48,221,99,152,9,157,188,101,87,1,1,1,1,0,0.04,30,30,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/DocumentTypeTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,4,0,0,0,0,0,0.0,0.0,0.001,0.6026982029279073,1,1,1,1,5,0,4,1,1,0,0,4,4,4,0,4,0,0,0,4,41,9,27,18,11,9,14,19,15,4,1,1,1,1,0,0.33,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/integration/ParseTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,10,0,0,0,0,0,0.103,0.0,0.086,0.4399063547452291,1,1,1,1,11,0,9,2,1,0,0,11,11,11,0,11,1,0,0,10,170,24,130,65,84,36,81,94,52,42,2,2,2,1,1,0.28,12,12,12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/parser/HtmlParserTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,90,0,0,0,0,0,0.042,0.0,0.015,0.16001542806625366,1,1,1,1,7,0,6,1,1,0,0,90,90,90,0,90,0,0,0,90,802,116,632,304,439,97,407,498,298,200,1,1,1,1,0,0.15,90,90,90,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/parser/AttributeParseTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,6,0,0,0,0,0,0.0,0.0,0.0,0.43973145882288617,1,1,1,1,7,0,7,0,1,0,0,6,6,6,0,6,0,0,0,6,69,11,54,29,33,5,40,47,29,18,1,1,1,1,0,0.09,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/TextNodeTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,5,0,0,0,0,0,0.001,0.0,0.0,0.4403318087259928,1,1,1,1,11,1,10,0,1,0,0,5,5,5,0,5,0,0,0,5,75,14,58,31,41,4,46,52,31,21,1,1,1,1,0,0.07,5,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/ElementTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,57,0,0,0,0,0,0.017,0.0,0.015,0.43839691480000814,1,1,1,1,10,1,9,0,1,0,0,57,57,57,1,57,0,0,0,57,680,121,545,224,407,28,410,476,224,252,4,4,4,1,1,0.05,65,65,65,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/NodeTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,21,0,0,0,0,0,0.006999999999999999,0.0,0.005,0.4395672917366028,1,1,1,1,9,1,8,1,2,0,0,23,23,23,0,23,0,0,0,23,255,47,200,93,143,35,148,172,93,79,1,1,1,1,0,0.17,23,23,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/parser/XmlTreeBuilderTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,9,0,0,0,0,0,0.006,0.0,0.002,0.16201982100804646,1,1,1,1,8,0,7,1,1,0,0,9,9,9,0,9,0,0,0,9,119,16,95,59,49,19,60,70,51,19,1,1,1,1,0,0.2,9,9,9,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/SelectorTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,48,0,0,0,0,0,0.033,0.0,0.041,0.44093586603800455,1,1,1,1,11,1,9,0,1,0,0,48,48,48,0,48,0,0,0,48,610,115,484,209,380,28,386,435,209,226,1,1,1,1,0,0.06,48,48,48,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/safety/CleanerTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,22,0,0,0,0,0,0.084,0.0,0.085,0.4421615362167358,1,1,1,1,6,0,6,0,1,0,0,22,22,22,0,22,0,0,0,22,185,33,147,84,94,21,94,117,82,35,1,1,1,1,0,0.14,22,22,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/helper/DataUtilTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,3,0,0,0,0,0,0.056,0.0,0.002,0.1631067434946696,1,1,1,1,6,0,6,0,1,0,0,3,3,3,0,3,0,0,0,3,36,6,30,15,14,1,21,25,14,11,1,1,1,1,0,0.03,3,3,3,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/DocumentTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,8,0,0,0,0,0,0.003,0.0,0.003,0.4432161370913187,1,1,1,1,9,1,8,0,1,0,0,8,8,8,0,8,0,0,0,8,98,19,74,29,48,5,54,64,29,35,2,2,2,1,1,0.07,9,9,9,8,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/CssTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,16,0,0,0,0,0,0.041,0.0,0.04,0.44386778672536215,1,1,1,1,8,0,7,0,1,1,1,19,19,18,1,19,0,0,1,18,214,36,178,54,104,0,120,147,43,104,3,3,3,1,1,0.0,26,26,26,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/EntitiesTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,8,0,0,0,0,0,0.001,0.0,0.001,0.44334388176600137,1,1,1,1,8,0,7,0,1,0,0,8,8,8,0,8,0,0,0,8,84,17,65,33,42,4,47,56,33,23,1,1,1,1,0,0.06,8,8,8,8,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/FormElementTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,7,0,0,0,0,0,0.006,0.0,0.005,0.44719178676605226,1,1,1,1,12,1,10,0,1,0,0,7,7,7,0,7,0,0,0,7,111,22,83,47,58,11,61,70,45,25,2,2,2,1,1,0.13,8,8,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/integration/UrlConnectTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,1,0,0,0,0,0,0.0,0.0,0.0,0.44749495188395183,1,1,1,1,9,0,8,1,1,1,1,20,20,19,0,20,0,1,0,19,249,32,210,109,131,42,125,150,86,64,3,3,3,1,1,0.2,27,27,27,20,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/QueryParserTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,2,0,0,0,0,0,0.001,0.0,0.001,0.6070933222770691,1,1,1,1,14,1,12,1,1,0,0,2,2,2,0,2,0,0,0,2,42,5,30,13,20,7,22,27,14,13,2,2,2,1,1,0.23,3,3,3,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/helper/StringUtilTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,8,0,0,0,0,0,0.0,0.0,0.001,0.4477313995361328,1,1,1,1,8,0,7,0,1,0,0,8,8,8,0,8,0,0,0,8,86,17,68,22,43,1,50,59,22,37,1,1,1,1,0,0.01,8,8,8,8,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/parser/TokenQueueTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,6,0,0,0,0,0,0.0,0.0,0.0,11.547057445844016,1,1,1,1,7,0,7,0,1,0,0,6,6,6,0,6,0,0,0,6,61,10,48,24,31,3,34,41,24,17,1,1,1,1,0,0.06,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/helper/HttpConnectionTest.java,2c8b9ad145d3b808be19ce03a99797215e0c3ca3,15,0,0,0,0,0,0.0,0.0,0.002,0.4502959728240967,1,1,1,1,7,0,6,1,1,0,0,15,15,15,0,15,0,0,0,15,140,23,114,47,74,19,82,98,47,51,1,1,1,1,0,0.17,15,15,15,15,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/helper/HttpConnectionTest.java,c765b819fcb5f24373fc165a7c651f0e87a0a25a,15,0,0,0,0,0,0.002,0.0,0.003,0.16291238069534306,1,1,1,1,7,0,6,1,1,0,0,15,15,15,0,15,0,0,0,15,140,23,114,47,74,19,82,98,47,51,1,1,1,1,0,0.17,15,15,15,15,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/ElementsTest.java,c765b819fcb5f24373fc165a7c651f0e87a0a25a,28,0,0,0,0,0,0.011,0.0,0.01,0.17308200597763065,1,1,1,1,7,0,7,0,2,0,0,30,30,30,0,30,0,0,0,30,272,48,221,99,152,9,157,188,101,87,1,1,1,1,0,0.04,30,30,30,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/FormElementTest.java,c765b819fcb5f24373fc165a7c651f0e87a0a25a,7,0,0,0,0,0,0.005,0.0,0.006,0.16623780330022175,1,1,1,1,12,1,10,0,1,0,0,7,7,7,0,7,0,0,0,7,111,22,83,47,58,11,61,70,45,25,2,2,2,1,1,0.13,8,8,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/parser/HtmlParserTest.java,c765b819fcb5f24373fc165a7c651f0e87a0a25a,90,0,0,0,0,0,0.015,0.0,0.019,0.1725074807802836,1,1,1,1,7,0,6,1,1,0,0,90,90,90,0,90,0,0,0,90,802,116,632,304,439,97,407,498,298,200,1,1,1,1,0,0.15,90,90,90,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/DocumentTest.java,c765b819fcb5f24373fc165a7c651f0e87a0a25a,8,0,0,0,0,0,0.003,0.0,0.004,0.1687719186147054,1,1,1,1,9,1,8,0,1,0,0,8,8,8,0,8,0,0,0,8,98,19,74,29,48,5,54,64,29,35,2,2,2,1,1,0.07,9,9,9,8,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/helper/StringUtilTest.java,c765b819fcb5f24373fc165a7c651f0e87a0a25a,8,0,0,0,0,0,0.001,0.0,0.0,0.166194752852122,1,1,1,1,8,0,7,0,1,0,0,8,8,8,0,8,0,0,0,8,86,17,68,22,43,1,50,59,22,37,1,1,1,1,0,0.01,8,8,8,8,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/CssTest.java,c765b819fcb5f24373fc165a7c651f0e87a0a25a,16,0,0,0,0,0,0.04,0.0,0.044,0.16929888327916462,1,1,1,1,8,0,7,0,1,1,1,19,19,18,1,19,0,0,1,18,214,36,178,54,104,0,120,147,43,104,3,3,3,1,1,0.0,26,26,26,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/ElementTest.java,c765b819fcb5f24373fc165a7c651f0e87a0a25a,57,0,0,0,0,0,0.015,0.0,0.013,0.17324579159418746,1,1,1,1,10,1,9,0,1,0,0,57,57,57,1,57,0,0,0,57,680,121,545,224,407,28,410,476,224,252,4,4,4,1,1,0.05,65,65,65,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/safety/CleanerTest.java,c765b819fcb5f24373fc165a7c651f0e87a0a25a,22,0,0,0,0,0,0.085,0.0,0.099,0.17152345975240071,1,1,1,1,6,0,6,0,1,0,0,22,22,22,0,22,0,0,0,22,185,33,147,84,94,21,94,117,82,35,1,1,1,1,0,0.14,22,22,22,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/integration/UrlConnectTest.java,c765b819fcb5f24373fc165a7c651f0e87a0a25a,1,0,0,0,0,0,0.0,0.0,0.0,0.16928523778915405,1,1,1,1,8,0,8,1,1,1,1,22,22,21,0,22,0,1,0,21,263,34,222,117,137,44,131,158,92,66,3,3,3,1,1,0.2,29,29,29,22,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/TextNodeTest.java,c765b819fcb5f24373fc165a7c651f0e87a0a25a,5,0,0,0,0,0,0.0,0.0,0.0,0.1753477136294047,1,1,1,1,11,1,10,0,1,0,0,5,5,5,0,5,0,0,0,5,75,14,58,31,41,4,46,52,31,21,1,1,1,1,0,0.07,5,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/integration/ParseTest.java,c765b819fcb5f24373fc165a7c651f0e87a0a25a,10,0,0,0,0,0,0.086,0.0,0.094,0.1770440657933553,1,1,1,1,11,0,9,2,1,0,0,11,11,11,0,11,1,0,0,10,170,24,130,65,84,36,81,94,52,42,2,2,2,1,1,0.28,12,12,12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/EntitiesTest.java,c765b819fcb5f24373fc165a7c651f0e87a0a25a,8,0,0,0,0,0,0.001,0.0,0.001,0.1716533660888672,1,1,1,1,8,0,7,0,1,0,0,8,8,8,0,8,0,0,0,8,84,17,65,33,42,4,47,56,33,23,1,1,1,1,0,0.06,8,8,8,8,0.0,1.0,0.0,1.0,0.0,1.0,1.0
